image,target
ILSVRC2012_val_00023440.JPEG,n02102040
ILSVRC2012_val_00027182.JPEG,n02102040
ILSVRC2012_val_00004650.JPEG,n02102040
ILSVRC2012_val_00025442.JPEG,n02102040
ILSVRC2012_val_00026521.JPEG,n02102040
ILSVRC2012_val_00014280.JPEG,n02102040
ILSVRC2012_val_00022412.JPEG,n02102040
ILSVRC2012_val_00023242.JPEG,n02102040
ILSVRC2012_val_00007032.JPEG,n02102040
ILSVRC2012_val_00016582.JPEG,n02102040
ILSVRC2012_val_00008162.JPEG,n02102040
ILSVRC2012_val_00017370.JPEG,n02102040
ILSVRC2012_val_00045880.JPEG,n01440764
n01440764_141.JPEG,n01440764
ILSVRC2012_val_00009111.JPEG,n01440764
ILSVRC2012_val_00046252.JPEG,n01440764
n01440764_192.JPEG,n01440764
n01440764_172.JPEG,n01440764
ILSVRC2012_val_00009191.JPEG,n01440764
n01440764_190.JPEG,n01440764
ILSVRC2012_val_00029930.JPEG,n01440764
ILSVRC2012_val_00021740.JPEG,n01440764
ILSVRC2012_val_00017700.JPEG,n01440764
ILSVRC2012_val_00037861.JPEG,n01440764
ILSVRC2012_val_00030740.JPEG,n01440764
ILSVRC2012_val_00017472.JPEG,n01440764
ILSVRC2012_val_00035160.JPEG,n02979186
ILSVRC2012_val_00045110.JPEG,n02979186
ILSVRC2012_val_00042482.JPEG,n02979186
ILSVRC2012_val_00035751.JPEG,n02979186
ILSVRC2012_val_00020400.JPEG,n02979186
ILSVRC2012_val_00043731.JPEG,n02979186
ILSVRC2012_val_00043121.JPEG,n02979186
ILSVRC2012_val_00035482.JPEG,n02979186
ILSVRC2012_val_00008651.JPEG,n02979186
ILSVRC2012_val_00028911.JPEG,n02979186
n02979186_11.JPEG,n02979186
ILSVRC2012_val_00042982.JPEG,n02979186
