image,target
n02102040_430.JPEG,n02102040
n02102040_390.JPEG,n02102040
n02102040_451.JPEG,n02102040
n02102040_450.JPEG,n02102040
n02102040_352.JPEG,n02102040
n02102040_372.JPEG,n02102040
n02102040_362.JPEG,n02102040
n02102040_421.JPEG,n02102040
n02102040_440.JPEG,n02102040
n02102040_341.JPEG,n02102040
n02102040_371.JPEG,n02102040
n02102040_350.JPEG,n02102040
n01440764_910.JPEG,n01440764
n01440764_1561.JPEG,n01440764
n01440764_1310.JPEG,n01440764
n01440764_1951.JPEG,n01440764
n01440764_1091.JPEG,n01440764
n01440764_1232.JPEG,n01440764
n01440764_1770.JPEG,n01440764
n01440764_1272.JPEG,n01440764
n01440764_921.JPEG,n01440764
n01440764_1141.JPEG,n01440764
n01440764_1302.JPEG,n01440764
n01440764_762.JPEG,n01440764
n01440764_1552.JPEG,n01440764
n01440764_1980.JPEG,n01440764
n02979186_960.JPEG,n02979186
n02979186_872.JPEG,n02979186
n02979186_1300.JPEG,n02979186
n02979186_931.JPEG,n02979186
n02979186_1171.JPEG,n02979186
n02979186_1281.JPEG,n02979186
n02979186_731.JPEG,n02979186
n02979186_930.JPEG,n02979186
n02979186_1061.JPEG,n02979186
n02979186_600.JPEG,n02979186
n02979186_1200.JPEG,n02979186
n02979186_811.JPEG,n02979186
n02979186_1381.JPEG,n02979186
