image,target
n02085936_2458.jpg,label_0
n02085936_850.jpg,label_0
n02085936_517.jpg,label_0
n02085936_1424.jpg,label_0
n02085936_1155.jpg,label_0
n02085936_2203.jpg,label_0
n02085936_771.jpg,label_0
n02085936_797.jpg,label_0
n02085936_804.jpg,label_0
n02085936_352.jpg,label_0
n02085936_1288.jpg,label_0
n02085936_2422.jpg,label_0
n02085936_426.jpg,label_0
n02085936_1739.jpg,label_0
n02085936_126.jpg,label_0
n02085936_899.jpg,label_0
n02085936_296.jpg,label_0
n02085936_2318.jpg,label_0
n02085936_66.jpg,label_0
n02085936_2536.jpg,label_0
n02085936_1799.jpg,label_0
n02097658_26.jpg,label_1
n02097658_633.jpg,label_1
n02097658_141.jpg,label_1
n02097658_816.jpg,label_1
n02097658_552.jpg,label_1
n02097658_46.jpg,label_1
n02097658_641.jpg,label_1
n02097658_292.jpg,label_1
n02097658_271.jpg,label_1
n02097658_366.jpg,label_1
n02097658_171.jpg,label_1
n02097658_758.jpg,label_1
n02097658_214.jpg,label_1
n02097658_188.jpg,label_1
