image,target
19_32.jpg,flower
15_32.jpg,flower
2_32.jpg,flower
17_32.jpg,flower
6_32.jpg,flower
13_32.jpg,flower
11_32.jpg,flower
8_32.jpg,flower
4_32.jpg,flower
1_32.jpg,flower
18_32.jpg,flower
14_32.jpg,flower
20_32.jpg,flower
16_32.jpg,flower
3_32.jpg,flower
12_32.jpg,flower
7_32.jpg,flower
9_32.jpg,flower
5_32.jpg,flower
10_32.jpg,flower
210_32.jpg,berry
202_32.jpg,berry
212_32.jpg,berry
220_32.jpg,berry
216_32.jpg,berry
208_32.jpg,berry
204_32.jpg,berry
218_32.jpg,berry
206_32.jpg,berry
214_32.jpg,berry
211_32.jpg,berry
203_32.jpg,berry
201_32.jpg,berry
213_32.jpg,berry
209_32.jpg,berry
217_32.jpg,berry
205_32.jpg,berry
207_32.jpg,berry
219_32.jpg,berry
215_32.jpg,berry
