target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
88,0.018555000000000002,0.008789,0.016602000000000002,0.000977,0.012695,0.0,0.029297000000000004,0.027344,0.009766,0.007812,0.0,0.000977,0.020508000000000002,0.006836,0.0,0.033202999999999996,0.014648,0.0,0.023438,0.008789,0.036133,0.0,0.050781,0.0,0.004883,0.000977,0.054688,0.021484,0.016602000000000002,0.008789,0.052734,0.0,0.0,0.051758000000000005,0.008789,0.0,0.0,0.052734,0.025391,0.007812,0.008789,0.035156,0.015625,0.067383,0.022461000000000002,0.036133,0.032227,0.001953,0.004883,0.0,0.0,0.011719,0.001953,0.043945,0.036133,0.0,0.0058590000000000005,0.0,0.003906,0.0,0.003906,0.0,0.009766,0.024413999999999998
33,0.1543,0.0,0.0,0.0,0.006836,0.0,0.006836,0.0,0.0,0.011719,0.0,0.017578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043945,0.000977,0.0,0.0,0.0,0.0,0.0,0.27734000000000003,0.0,0.0,0.0,0.023438,0.003906,0.000977,0.00293,0.0,0.000977,0.08984400000000001,0.00293,0.045898,0.00293,0.004883,0.0,0.0,0.0,0.0,0.0,0.0,0.27051,0.0,0.018555000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.012695
57,0.10645,0.008789,0.006836,0.007812,0.0,0.006836,0.055664,0.003906,0.041016000000000004,0.033202999999999996,0.0,0.0,0.001953,0.010742,0.0,0.0,0.015625,0.0,0.040039,0.007812,0.0,0.0,0.016602000000000002,0.000977,0.004883,0.003906,0.07714800000000001,0.0,0.03125,0.011719,0.06347699999999999,0.0,0.003906,0.00293,0.009766,0.0,0.0,0.019531,0.06543,0.011719,0.003906,0.006836,0.016602000000000002,0.03125,0.011719,0.0058590000000000005,0.028319999999999998,0.0,0.013672,0.008789,0.0,0.007812,0.00293,0.08984400000000001,0.0,0.0,0.00293,0.0,0.019531,0.0,0.0,0.001953,0.010742,0.067383
22,0.0,0.00293,0.006836,0.013672,0.029297000000000004,0.0,0.006836,0.004883,0.012695,0.00293,0.00293,0.000977,0.000977,0.024413999999999998,0.0,0.0,0.000977,0.0,0.004883,0.015625,0.0,0.014648,0.030273,0.006836,0.006836,0.0,0.09472699999999999,0.0,0.040039,0.004883,0.041016000000000004,0.0,0.001953,0.004883,0.009766,0.0,0.001953,0.008789,0.016602000000000002,0.008789,0.083008,0.000977,0.064453,0.2002,0.025391,0.000977,0.025391,0.0,0.012695,0.021484,0.0,0.011719,0.006836,0.025391,0.041016000000000004,0.0,0.015625,0.001953,0.021484,0.0,0.0,0.00293,0.001953,0.013672
36,0.000977,0.011719,0.009766,0.0,0.09472699999999999,0.0,0.001953,0.072266,0.00293,0.0,0.03125,0.3457,0.000977,0.015625,0.0,0.0,0.003906,0.0,0.003906,0.039062,0.0,0.052734,0.004883,0.0,0.0,0.000977,0.0,0.000977,0.038086,0.000977,0.021484,0.0,0.0,0.0,0.012695,0.0,0.0,0.001953,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,0.012695,0.019531,0.071289,0.0,0.059570000000000005,0.0,0.0,0.0,0.003906,0.010742,0.0,0.0,0.0,0.03418,0.0,0.0,0.006836,0.0,0.009766
37,0.001953,0.001953,0.0,0.019531,0.0,0.0,0.006836,0.0,0.001953,0.011719,0.13086,0.0,0.0,0.001953,0.00293,0.0,0.000977,0.001953,0.040039,0.0,0.0,0.014648,0.009766,0.043945,0.006836,0.06640599999999999,0.008789,0.000977,0.030273,0.0,0.060547000000000004,0.009766,0.007812,0.004883,0.0,0.024413999999999998,0.011719,0.001953,0.018555000000000002,0.032227,0.00293,0.000977,0.008789,0.00293,0.007812,0.003906,0.00293,0.0,0.015625,0.019531,0.039062,0.001953,0.045898,0.045898,0.000977,0.007812,0.000977,0.087891,0.014648,0.003906,0.0,0.098633,0.0,0.010742
30,0.068359,0.001953,0.00293,0.016602000000000002,0.014648,0.0,0.020508000000000002,0.025391,0.0,0.001953,0.0058590000000000005,0.0,0.0,0.0,0.000977,0.0,0.0,0.000977,0.011719,0.009766,0.0,0.0,0.0058590000000000005,0.021484,0.008789,0.010742,0.014648,0.011719,0.00293,0.000977,0.026367,0.0,0.0,0.088867,0.003906,0.0,0.001953,0.21777,0.013672,0.007812,0.0,0.0,0.038086,0.013672,0.004883,0.061523,0.022461000000000002,0.0,0.0,0.0,0.0,0.0,0.028319999999999998,0.014648,0.001953,0.0,0.06543,0.004883,0.004883,0.0,0.0,0.03125,0.0,0.088867
78,0.0,0.001953,0.0,0.001953,0.0,0.001953,0.0,0.0,0.003906,0.0,0.095703,0.0,0.001953,0.022461000000000002,0.012695,0.008789,0.0,0.0,0.018555000000000002,0.0,0.0,0.043945,0.000977,0.026367,0.0,0.075195,0.0,0.0,0.00293,0.000977,0.015625,0.055664,0.0,0.0,0.0,0.0,0.008789,0.0,0.0,0.001953,0.0,0.014648,0.0,0.0,0.00293,0.0,0.0,0.0,0.021484,0.014648,0.14453,0.041016000000000004,0.014648,0.021484,0.0,0.13672,0.0,0.042969,0.001953,0.003906,0.0,0.10645,0.030273,0.0
41,0.008789,0.007812,0.015625,0.0,0.080078,0.000977,0.00293,0.014648,0.015625,0.0,0.0,0.042969,0.00293,0.035156,0.0,0.0,0.004883,0.006836,0.000977,0.010742,0.0,0.000977,0.001953,0.0,0.001953,0.0,0.004883,0.008789,0.006836,0.012695,0.006836,0.0,0.0,0.075195,0.013672,0.0,0.0,0.036133,0.000977,0.0,0.0,0.0,0.0,0.036133,0.012695,0.06347699999999999,0.00293,0.024413999999999998,0.007812,0.00293,0.0,0.0,0.0,0.00293,0.34668000000000004,0.0,0.047852,0.0,0.007812,0.0,0.0,0.0,0.001953,0.020508000000000002
27,0.00293,0.00293,0.001953,0.044922000000000004,0.0,0.000977,0.011719,0.0,0.004883,0.023438,0.056641,0.0,0.011719,0.013672,0.0,0.021484,0.0,0.0058590000000000005,0.033202999999999996,0.000977,0.008789,0.052734,0.007812,0.03125,0.038086,0.019531,0.004883,0.0,0.019531,0.009766,0.017578,0.013672,0.06543,0.0,0.007812,0.0,0.024413999999999998,0.0,0.042969,0.038086,0.011719,0.015625,0.021484,0.000977,0.015625,0.0,0.024413999999999998,0.0,0.020508000000000002,0.038086,0.020508000000000002,0.016602000000000002,0.041992,0.026367,0.0,0.006836,0.007812,0.009766,0.018555000000000002,0.0,0.0,0.032227,0.016602000000000002,0.014648
