target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
54,0.050781,0.003906,0.004883,0.023438,0.0,0.003906,0.06640599999999999,0.003906,0.011719,0.050781,0.00293,0.0,0.003906,0.022461000000000002,0.0,0.0,0.00293,0.0,0.11133,0.004883,0.0,0.001953,0.0058590000000000005,0.0058590000000000005,0.010742,0.00293,0.043945,0.0,0.014648,0.016602000000000002,0.026367,0.0,0.00293,0.004883,0.010742,0.0,0.0,0.006836,0.07421900000000001,0.088867,0.006836,0.000977,0.017578,0.049805,0.001953,0.004883,0.010742,0.0,0.019531,0.016602000000000002,0.007812,0.0,0.006836,0.050781,0.0,0.000977,0.010742,0.001953,0.020508000000000002,0.0,0.0,0.007812,0.018555000000000002,0.059570000000000005
99,0.0,0.000977,0.000977,0.055664,0.0,0.0,0.007812,0.000977,0.033202999999999996,0.014648,0.057616999999999995,0.0,0.0,0.0058590000000000005,0.0,0.0,0.013672,0.0,0.048827999999999996,0.00293,0.0,0.007812,0.0,0.0,0.004883,0.033202999999999996,0.11815999999999999,0.0,0.027344,0.0,0.044922000000000004,0.0,0.000977,0.00293,0.000977,0.0,0.0,0.003906,0.041016000000000004,0.012695,0.036133,0.0,0.060547000000000004,0.09082,0.0,0.000977,0.016602000000000002,0.0,0.00293,0.036133,0.000977,0.0,0.016602000000000002,0.08984400000000001,0.000977,0.0,0.0,0.004883,0.015625,0.0,0.0,0.070312,0.0,0.014648
65,0.37695,0.017578,0.001953,0.000977,0.0,0.0,0.13086,0.004883,0.0,0.017578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.010742,0.016602000000000002,0.0,0.0,0.007812,0.0,0.004883,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.06640599999999999,0.001953,0.0,0.0,0.059570000000000005,0.023438,0.026367,0.0,0.0,0.003906,0.018555000000000002,0.022461000000000002,0.006836,0.029297000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.000977,0.000977,0.0,0.076172,0.0,0.00293,0.0,0.0,0.0,0.0,0.022461000000000002
86,0.07421900000000001,0.001953,0.015625,0.004883,0.0,0.0,0.06347699999999999,0.00293,0.0058590000000000005,0.004883,0.015625,0.0,0.008789,0.023438,0.0,0.021484,0.001953,0.000977,0.021484,0.006836,0.0,0.018555000000000002,0.016602000000000002,0.00293,0.009766,0.00293,0.036133,0.018555000000000002,0.0625,0.015625,0.0625,0.000977,0.000977,0.025391,0.006836,0.000977,0.0,0.03125,0.026367,0.009766,0.001953,0.009766,0.012695,0.041992,0.0058590000000000005,0.004883,0.041992,0.0,0.028319999999999998,0.019531,0.0,0.021484,0.000977,0.06543,0.0,0.0,0.013672,0.0,0.019531,0.0,0.0,0.003906,0.029297000000000004,0.055664
80,0.004883,0.0058590000000000005,0.006836,0.017578,0.0,0.0,0.007812,0.0058590000000000005,0.004883,0.028319999999999998,0.030273,0.0,0.0,0.0,0.003906,0.0,0.003906,0.010742,0.020508000000000002,0.007812,0.0,0.00293,0.015625,0.017578,0.044922000000000004,0.022461000000000002,0.11523,0.008789,0.022461000000000002,0.0,0.016602000000000002,0.0,0.008789,0.001953,0.00293,0.0,0.011719,0.004883,0.041992,0.028319999999999998,0.040039,0.0,0.003906,0.12207,0.014648,0.011719,0.0058590000000000005,0.0,0.009766,0.020508000000000002,0.007812,0.0,0.032227,0.024413999999999998,0.001953,0.0,0.019531,0.040039,0.022461000000000002,0.001953,0.0,0.020508000000000002,0.0,0.07421900000000001
79,0.012695,0.000977,0.035156,0.000977,0.041016000000000004,0.0,0.003906,0.023438,0.000977,0.00293,0.012695,0.010742,0.006836,0.004883,0.0,0.006836,0.0,0.0,0.007812,0.03418,0.023438,0.027344,0.0,0.0,0.001953,0.011719,0.003906,0.029297000000000004,0.009766,0.027344,0.001953,0.068359,0.0,0.042969,0.025391,0.054688,0.0,0.012695,0.0,0.0,0.0,0.022461000000000002,0.000977,0.006836,0.0,0.037108999999999996,0.0058590000000000005,0.073242,0.014648,0.016602000000000002,0.025391,0.023438,0.003906,0.004883,0.07714800000000001,0.039062,0.0,0.000977,0.020508000000000002,0.000977,0.037108999999999996,0.011719,0.003906,0.026367
21,0.0,0.032227,0.023438,0.000977,0.024413999999999998,0.00293,0.001953,0.068359,0.032227,0.0,0.0,0.0,0.004883,0.032227,0.0,0.0,0.051758000000000005,0.0,0.0,0.040039,0.0,0.000977,0.057616999999999995,0.0,0.017578,0.0,0.032227,0.001953,0.075195,0.006836,0.047852,0.0,0.0,0.000977,0.015625,0.0,0.0,0.028319999999999998,0.008789,0.0,0.010742,0.004883,0.06543,0.025391,0.041992,0.013672,0.051758000000000005,0.0,0.007812,0.049805,0.0,0.001953,0.0,0.0,0.0,0.0,0.016602000000000002,0.0,0.038086,0.0,0.0,0.0,0.00293,0.059570000000000005
97,0.007812,0.014648,0.003906,0.029297000000000004,0.00293,0.008789,0.030273,0.00293,0.00293,0.003906,0.049805,0.0,0.018555000000000002,0.008789,0.000977,0.001953,0.003906,0.052734,0.044922000000000004,0.010742,0.0,0.026367,0.022461000000000002,0.024413999999999998,0.067383,0.00293,0.008789,0.019531,0.014648,0.022461000000000002,0.022461000000000002,0.007812,0.000977,0.007812,0.011719,0.0,0.0,0.022461000000000002,0.011719,0.042969,0.0,0.006836,0.013672,0.006836,0.03418,0.010742,0.014648,0.000977,0.015625,0.012695,0.032227,0.029297000000000004,0.022461000000000002,0.016602000000000002,0.000977,0.0,0.025391,0.025391,0.025391,0.0,0.0,0.015625,0.012695,0.041016000000000004
38,0.00293,0.06347699999999999,0.012695,0.0,0.1543,0.0,0.003906,0.067383,0.0,0.0,0.0,0.044922000000000004,0.0,0.0,0.0,0.0,0.026367,0.030273,0.0,0.025391,0.0,0.0,0.0058590000000000005,0.0,0.0,0.0,0.0,0.032227,0.0,0.001953,0.0,0.0,0.0,0.09375,0.019531,0.0,0.0,0.024413999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.008789,0.10449000000000001,0.00293,0.13184,0.0,0.0,0.0,0.0,0.0,0.0,0.13184,0.0,0.010742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.11231,0.013672,0.011719,0.004883,0.010742,0.022461000000000002,0.055664,0.028319999999999998,0.040039,0.008789,0.006836,0.0,0.008789,0.008789,0.0,0.0,0.017578,0.000977,0.025391,0.023438,0.0,0.000977,0.023438,0.0,0.004883,0.0,0.013672,0.001953,0.045898,0.024413999999999998,0.045898,0.0,0.0,0.070312,0.011719,0.0,0.0,0.054688,0.024413999999999998,0.026367,0.0,0.000977,0.010742,0.020508000000000002,0.013672,0.03418,0.025391,0.0,0.014648,0.018555000000000002,0.0,0.0,0.0,0.015625,0.006836,0.0,0.015625,0.000977,0.015625,0.0,0.0,0.0,0.003906,0.053711
