image,target
64_32.jpg,flower
68_32.jpg,flower
76_32.jpg,flower
74_32.jpg,flower
66_32.jpg,flower
78_32.jpg,flower
62_32.jpg,flower
70_32.jpg,flower
72_32.jpg,flower
65_32.jpg,flower
77_32.jpg,flower
69_32.jpg,flower
75_32.jpg,flower
79_32.jpg,flower
67_32.jpg,flower
63_32.jpg,flower
71_32.jpg,flower
80_32.jpg,flower
73_32.jpg,flower
61_32.jpg,flower
257_32.jpg,berry
249_32.jpg,berry
245_32.jpg,berry
259_32.jpg,berry
247_32.jpg,berry
255_32.jpg,berry
251_32.jpg,berry
243_32.jpg,berry
241_32.jpg,berry
253_32.jpg,berry
248_32.jpg,berry
256_32.jpg,berry
244_32.jpg,berry
260_32.jpg,berry
246_32.jpg,berry
258_32.jpg,berry
254_32.jpg,berry
250_32.jpg,berry
242_32.jpg,berry
252_32.jpg,berry
