image,target
ILSVRC2012_val_00040876.JPEG,n02102040
ILSVRC2012_val_00029518.JPEG,n02102040
ILSVRC2012_val_00038569.JPEG,n02102040
ILSVRC2012_val_00032959.JPEG,n02102040
ILSVRC2012_val_00048914.JPEG,n02102040
ILSVRC2012_val_00024246.JPEG,n02102040
ILSVRC2012_val_00049218.JPEG,n02102040
ILSVRC2012_val_00044718.JPEG,n02102040
ILSVRC2012_val_00027918.JPEG,n02102040
ILSVRC2012_val_00046295.JPEG,n02102040
ILSVRC2012_val_00043994.JPEG,n02102040
ILSVRC2012_val_00035723.JPEG,n02102040
ILSVRC2012_val_00040679.JPEG,n02102040
ILSVRC2012_val_00040546.JPEG,n02102040
ILSVRC2012_val_00037383.JPEG,n01440764
ILSVRC2012_val_00024327.JPEG,n01440764
ILSVRC2012_val_00026064.JPEG,n01440764
ILSVRC2012_val_00037834.JPEG,n01440764
ILSVRC2012_val_00031333.JPEG,n01440764
ILSVRC2012_val_00040358.JPEG,n01440764
ILSVRC2012_val_00031094.JPEG,n01440764
ILSVRC2012_val_00039905.JPEG,n01440764
ILSVRC2012_val_00028158.JPEG,n01440764
ILSVRC2012_val_00034654.JPEG,n01440764
ILSVRC2012_val_00025527.JPEG,n01440764
ILSVRC2012_val_00037596.JPEG,n01440764
ILSVRC2012_val_00025129.JPEG,n01440764
ILSVRC2012_val_00037375.JPEG,n01440764
ILSVRC2012_val_00026397.JPEG,n01440764
ILSVRC2012_val_00033397.JPEG,n02979186
ILSVRC2012_val_00033657.JPEG,n02979186
ILSVRC2012_val_00044398.JPEG,n02979186
ILSVRC2012_val_00037988.JPEG,n02979186
ILSVRC2012_val_00034395.JPEG,n02979186
ILSVRC2012_val_00041893.JPEG,n02979186
ILSVRC2012_val_00035803.JPEG,n02979186
ILSVRC2012_val_00031964.JPEG,n02979186
ILSVRC2012_val_00044373.JPEG,n02979186
ILSVRC2012_val_00029663.JPEG,n02979186
ILSVRC2012_val_00040604.JPEG,n02979186
ILSVRC2012_val_00027735.JPEG,n02979186
ILSVRC2012_val_00042648.JPEG,n02979186
ILSVRC2012_val_00034563.JPEG,n02979186
ILSVRC2012_val_00042347.JPEG,n02979186
