image,target
n02085936_11744.jpg,label_0
n02085936_1390.jpg,label_0
n02085936_8658.jpg,label_0
n02085936_8449.jpg,label_0
n02085936_4916.jpg,label_0
n02085936_233.jpg,label_0
n02085936_7574.jpg,label_0
n02085936_9367.jpg,label_0
n02085936_5789.jpg,label_0
n02085936_5010.jpg,label_0
n02085936_3677.jpg,label_0
n02085936_4318.jpg,label_0
n02085936_1549.jpg,label_0
n02097658_595.jpg,label_1
n02097658_11118.jpg,label_1
n02097658_427.jpg,label_1
n02097658_7785.jpg,label_1
n02097658_2117.jpg,label_1
n02097658_3140.jpg,label_1
n02097658_7445.jpg,label_1
n02097658_6605.jpg,label_1
n02097658_2535.jpg,label_1
n02097658_1868.jpg,label_1
